,duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
0,22930417.0,18.0,4.0,10995965.0,10960941.0,314115.301369863,360993.158730159,1306744.81545564,1389354.90062819,6.01820717,2232.1879275026,4.0,10945954.0,167375.306569343,952994.511203594,1491627.0,5011278.5,11141326.0,4507599.69830064,1079974.0,3668800.0,10945954.0,4855368.32416351,CHAT
1,25199304.0,16.0,4.0,11037969.0,10851858.0,359269.9,387414.676923077,1373361.88656978,1392884.65942825,5.4366580918,2559.7929212648,4.0,10851858.0,185289.0,976395.388089511,1710925.0,4164396.5,14269600.0,4973925.97221359,1234883.0,3150269.33333333,10851858.0,3797335.57763752,CHAT
2,29772995.0,17.0,7.0,4093396.0,3956161.0,261815.256637168,310135.364583333,644542.23072836,651271.709687433,7.0869591722,2544.4534552201,7.0,3956161.0,141776.166666667,462297.947929595,1363299.0,2706523.1,6192566.0,1445371.8502646,1147658.0,1955467.8,3956161.0,893848.319039931,CHAT
3,29609149.0,22.0,6.0,3954677.0,3943698.0,271180.963302752,287136.446601942,668547.418823319,659045.956199644,7.2274957987,3199.0112245374,6.0,3895269.0,139010.089201878,472527.270988182,1443143.0,2937554.6,4176130.0,876966.909209071,1065834.0,2022584.6,3895269.0,930381.312752728,CHAT
4,7863522.0,30.0,8.0,2067690.0,2068091.0,244213.125,252051.483870968,571806.194574827,562812.286698527,8.2660161693,3567.8669176484,8.0,2017289.0,122867.53125,400581.17073558,2092947.0,2535198.66666667,3282729.0,650992.780391483,1707343.0,1897912.0,2017289.0,166786.859124153,CHAT
5,8259704.0,18.0,9.0,2321059.0,2278426.0,269051.3,330388.16,639533.232125757,637243.988848213,6.9009736911,2352.3845406567,9.0,2270116.0,147494.714285714,449957.584261701,2368851.0,2687726.0,3162320.0,419028.124008998,1702783.0,1980072.0,2270116.0,283881.490662037,CHAT
6,9501115.0,28.0,16.0,4238250.0,4049808.0,296908.78125,364985.5,807291.578739526,825945.83339029,6.3150482864,2260.3662833257,16.0,4049808.0,161035.847457627,571035.072721225,4457215.0,4565761.0,4674307.0,153507.225338093,1632072.0,2840940.0,4049808.0,1709597.52071855,CHAT
7,5545334.0,30.0,6.0,2349340.0,2315198.0,267851.55,291859.684210526,662553.265034512,667200.262668693,7.3936033429,3556.6838715215,6.0,2297754.0,138633.35,468135.293018252,2347008.0,2656002.0,2964996.0,436983.505490768,1978303.0,2138028.5,2297754.0,225885.96835461,CHAT
8,12128582.0,21.0,8.0,8107194.0,7918721.0,461149.076923077,527329.652173913,1616625.83405983,1669652.39612461,4.2049433314,1559.2919271189,8.0,7918721.0,242571.64,1148808.90116345,2762034.0,5957443.5,9152853.0,4518991.45223572,2066591.0,4992656.0,7918721.0,4138080.80738511,CHAT
9,15467172.0,19.0,10.0,11955453.0,11767212.0,515571.666666667,570761.407407407,2171466.58174063,2245870.77201617,3.8145305425,1533.6998903226,10.0,11767212.0,266675.379310345,1542375.92781679,15250923.0,15300000.0,15250923.0,0.0,11767212.0,11800000.0,11767212.0,0.0,CHAT
10,29889621.0,20.0,5.0,13099598.0,13090662.0,495796.983333333,586071.0,1856314.42521819,1995739.46184046,3.7805765419,1405.6718885797,5.0,13047812.0,266871.616071429,1365029.20745322,2757283.0,5908297.8,13243650.0,4307438.95146553,1297996.0,4754863.6,13047812.0,4995762.64894241,CHAT
11,50483.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,39.6172969118,2476.0810569895,50483.0,50483.0,50483.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,CHAT
12,23895367.0,18.0,5.0,13160254.0,12973983.0,370502.171875,405006.220338983,1690232.43930419,1729986.33255133,5.2311395761,2392.8906385912,5.0,12973983.0,192704.572580645,1203759.56837741,1566070.0,4654884.4,13233984.0,4893508.07628976,1197148.0,3975398.8,12973983.0,5082649.68580709,CHAT
13,29999409.0,29999409.0,-1.0,29999409.0,-1.0,30000000.0,0.0,0.0,0.0,0.10000197,8.9335093235,54824.0,29944585.0,15000000.0,21100000.0,29999409.0,30000000.0,29999409.0,0.0,29944585.0,29900000.0,29944585.0,0.0,CHAT
14,29999577.0,29999577.0,-1.0,29999577.0,-1.0,30000000.0,0.0,0.0,0.0,0.10000141,4.4000620409,58053.0,29941524.0,15000000.0,21100000.0,29999577.0,30000000.0,29999577.0,0.0,29941524.0,29900000.0,29941524.0,0.0,CHAT
15,29999203.0,29999203.0,-1.0,29999203.0,-1.0,30000000.0,0.0,0.0,0.0,0.1000026567,7.5335334742,57245.0,29941958.0,15000000.0,21100000.0,29999203.0,30000000.0,29999203.0,0.0,29941958.0,29900000.0,29941958.0,0.0,CHAT
16,23816537.0,23816537.0,23521535.0,23816537.0,23521535.0,23800000.0,23500000.0,0.0,0.0,0.1679505295,17.8447437593,50031.0,23521535.0,7938845.66666667,13500000.0,23766506.0,23800000.0,23766506.0,0.0,23521535.0,23500000.0,23521535.0,0.0,CHAT
17,20956683.0,89979.0,44534.0,20611301.0,20608388.0,6958452.0,6926591.0,11800000.0,11800000.0,0.3817398011,39.6055043635,79.0,20434391.0,2993811.85714286,7690862.59100126,20611301.0,20600000.0,20611301.0,0.0,20434391.0,20400000.0,20434391.0,0.0,CHAT
18,29999435.0,-1.0,29999435.0,-1.0,29999435.0,0.0,30000000.0,0.0,0.0,0.1000018834,4.2000791015,57532.0,29941903.0,15000000.0,21100000.0,29941903.0,29900000.0,29941903.0,0.0,29941903.0,29900000.0,29941903.0,0.0,CHAT
