,duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
0,119994459.0,119994459.0,119970125.0,0.0,0.0,1399330.0,1211310.0,2348.136256898,513.2675260334,2373.7929432225,2724140.23717545,0.0,1208289.0,421.2682127924,9107.7591776459,1753114.0,11300000.0,39438693.0,16000000.0,1014624.0,1139537.6,1208289.0,74997.3853814251,BROWSING
1,143704195.0,143704195.0,42106019.0,0.0,0.0,101572528.0,854818.0,6986.1057365095,636.8988368048,603.2043810551,645213.405217572,0.0,101572528.0,1657.8320181814,345078.17588796,143704195.0,144000000.0,143704195.0,0.0,101572528.0,102000000.0,101572528.0,0.0,BROWSING
2,119994980.0,119994980.0,119966891.0,7.0,0.0,819852.0,819602.0,10201.9197415406,2341.4113043309,525.0302971008,597136.113527416,0.0,819581.0,1904.6822222222,17736.0172652298,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,BROWSING
3,119292282.0,119292282.0,119260024.0,3.0,0.0,912990.0,866900.0,11947.1489233851,3354.7123488045,381.7262880427,417330.552868458,0.0,837920.0,2619.7356377372,24218.4722011725,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,BROWSING
4,119772966.0,119772917.0,119772939.0,4.0,0.0,2894671.0,2923147.0,18210.8738026456,3644.2809894724,329.3314118981,383354.103462713,0.0,2894671.0,3036.5319440219,31326.4373534373,2210292.0,8688035.0,15165778.0,9160912.00416733,1799762.0,2347216.5,2894671.0,774217.578681536,BROWSING
5,112843093.0,112594036.0,112841256.0,6.0,0.0,871292.0,1046523.0,17189.9291603053,3654.0674200965,331.7261075075,382454.218974661,0.0,871292.0,3014.6156497115,28418.9819424038,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,BROWSING
6,116039979.0,116039979.0,116017467.0,5.0,0.0,7140191.0,7364626.0,18852.9616571893,5200.4781478327,245.3120057872,268282.968234594,0.0,7140191.0,4076.5845424205,53848.8306121284,3440026.0,5681338.0,7922650.0,3169693.82790941,1015521.0,4077856.0,7140191.0,4330795.6895297,BROWSING
7,119603717.0,119603717.0,119438102.0,2.0,3.0,26303606.0,26433361.0,19983.9126148705,12894.1057972579,127.5043985464,135182.094717006,0.0,26261644.0,7843.3810085907,224119.728398866,1409457.0,11900000.0,29243722.0,12300000.0,1034854.0,4654979.3,26261644.0,7768969.79734188,BROWSING
8,91034164.0,91012939.0,91012136.0,3.0,4.0,45019979.0,45022250.0,46340.600305499,42688.6191369606,45.0160667153,98716.6642185015,1.0,44999613.0,22219.712960703,994088.926542614,45019979.0,45500000.0,45992960.0,688001.463064941,44997352.0,45000000.0,44999613.0,1598.768119522,BROWSING
9,2848154.0,2842456.0,2824548.0,5.0,0.0,276401.0,276417.0,823.9002898551,451.8553831387,3406.7680329083,3116723.32324727,0.0,276350.0,293.563595135,4089.8226481344,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,BROWSING
10,119980025.0,119851605.0,119851574.0,2.0,1.0,9416497.0,9381362.0,34253.1023149471,23639.3637080868,71.4368912659,74938.6825015247,1.0,9249677.0,14000.0029171529,156903.753329079,1366163.0,8209418.14285714,38692017.0,9445401.95332015,1299990.0,3119349.92857143,9249677.0,2268340.25695987,BROWSING
11,117128315.0,117128315.0,116999255.0,2.0,2.0,12039477.0,12170023.0,35418.2990625945,23722.4766828873,70.3587343504,72681.400735595,0.0,12039477.0,14214.6013349515,218950.795536296,2716695.0,11600000.0,29462960.0,8623567.85168681,1184206.0,5158412.5,12039477.0,3678602.14672699,BROWSING
