,duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
0,14993462.0,14993462.0,14967812.0,0.0,0.0,823486.0,854818.0,873.1342883764,287.9145170908,4612.7438746302,4865795.30464679,0.0,823486.0,216.7938403702,7050.7812730412,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,BROWSING
1,14463281.0,14463281.0,14432214.0,0.0,0.0,742368.0,742339.0,1321.3302576284,312.2909507941,3952.2152684443,4472423.58079056,0.0,742294.0,253.0270814017,6982.0368457703,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,BROWSING
2,14997099.0,14997042.0,14997087.0,1.0,0.0,537201.0,565232.0,1850.1162102147,344.8557533113,3440.3987064432,4050644.59466461,0.0,537201.0,290.6696191491,5560.2603685647,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,BROWSING
3,14999980.0,14999919.0,14999956.0,2.0,0.0,954084.0,954052.0,1796.8278629612,382.8374977668,3168.7375583168,3652553.13673752,0.0,954018.0,315.5897328003,9375.1052489276,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,BROWSING
4,14989090.0,14989090.0,14964771.0,2.0,0.0,1014690.0,1016593.0,1668.7920285015,394.5885563612,3129.5428875269,3539675.59071298,0.0,1014624.0,319.5422955573,9205.4613377396,9578088.0,9578088.0,9578088.0,0.0,1014624.0,1014624.0,1014624.0,0.0,BROWSING
5,14866629.0,14866590.0,14856888.0,3.0,0.0,1399330.0,1211310.0,2669.5259472078,560.2778594864,2158.3911187937,2493866.09432441,0.0,1208289.0,463.322498208,15324.4083830632,1753114.0,2932407.5,3999951.0,976090.773364855,1133281.0,1170766.0,1208289.0,31592.0450166388,BROWSING
6,14997616.0,14997616.0,14971193.0,2.0,0.0,957051.0,757034.0,2881.3863592699,770.1230967078,1643.3945235029,1815634.49817624,0.0,756990.0,608.5213016311,8275.6841719921,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,BROWSING
7,14997816.0,14997768.0,14997765.0,7.0,0.0,316297.0,346578.0,7104.5798199905,1399.8287287661,855.2578588776,998572.725522169,0.0,316297.0,1169.3291751131,5399.2221398834,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,BROWSING
8,14988801.0,14988733.0,14988767.0,7.0,0.0,442870.0,472021.0,7901.282551397,1411.2387722437,835.2902944005,989801.786013438,0.0,442870.0,1197.2842080038,8244.0263430224,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,BROWSING
9,14992813.0,14992763.0,14992771.0,7.0,0.0,2894671.0,2923147.0,8950.9032835821,1658.8593715424,714.6757583117,842177.982210543,0.0,2894671.0,1399.3665297741,28901.0178805996,14702325.0,14700000.0,14702325.0,0.0,2894671.0,2894671.0,2894671.0,0.0,BROWSING
